method,seed,k,knn_accuracy,svm_accuracy,dataset
MI,22,200,85.71428571428571,90.47619047619048,Prostate_GE
MI,22,300,85.71428571428571,90.47619047619048,Prostate_GE
MI,22,500,80.95238095238095,90.47619047619048,Prostate_GE
MI,22,5966,76.19047619047619,90.47619047619048,Prostate_GE
MI,23,25,95.23809523809523,90.47619047619048,Prostate_GE
MI,23,50,90.47619047619048,95.23809523809523,Prostate_GE
MI,23,75,90.47619047619048,95.23809523809523,Prostate_GE
MI,23,100,85.71428571428571,95.23809523809523,Prostate_GE
MI,23,150,85.71428571428571,95.23809523809523,Prostate_GE
MI,23,200,85.71428571428571,95.23809523809523,Prostate_GE
MI,23,300,85.71428571428571,90.47619047619048,Prostate_GE
MI,23,500,85.71428571428571,90.47619047619048,Prostate_GE
MI,23,5966,80.95238095238095,85.71428571428571,Prostate_GE
MI,24,25,90.47619047619048,95.23809523809523,Prostate_GE
MI,24,50,95.23809523809523,90.47619047619048,Prostate_GE
MI,24,75,90.47619047619048,90.47619047619048,Prostate_GE
MI,24,100,85.71428571428571,95.23809523809523,Prostate_GE
MI,24,150,90.47619047619048,95.23809523809523,Prostate_GE
MI,24,200,90.47619047619048,90.47619047619048,Prostate_GE
MI,24,300,90.47619047619048,90.47619047619048,Prostate_GE
MI,24,500,90.47619047619048,90.47619047619048,Prostate_GE
MI,24,5966,90.47619047619048,95.23809523809523,Prostate_GE
Fisher,0,25,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,0,50,80.95238095238095,85.71428571428571,Prostate_GE
Fisher,0,75,85.71428571428571,85.71428571428571,Prostate_GE
Fisher,0,100,80.95238095238095,85.71428571428571,Prostate_GE
Fisher,0,150,80.95238095238095,90.47619047619048,Prostate_GE
Fisher,0,200,80.95238095238095,90.47619047619048,Prostate_GE
Fisher,0,300,85.71428571428571,85.71428571428571,Prostate_GE
Fisher,0,500,76.19047619047619,90.47619047619048,Prostate_GE
Fisher,0,5966,80.95238095238095,85.71428571428571,Prostate_GE
Fisher,1,25,95.23809523809523,95.23809523809523,Prostate_GE
Fisher,1,50,95.23809523809523,100.0,Prostate_GE
Fisher,1,75,100.0,100.0,Prostate_GE
Fisher,1,100,100.0,100.0,Prostate_GE
Fisher,1,150,95.23809523809523,100.0,Prostate_GE
Fisher,1,200,100.0,100.0,Prostate_GE
Fisher,1,300,95.23809523809523,100.0,Prostate_GE
Fisher,1,500,95.23809523809523,100.0,Prostate_GE
Fisher,1,5966,95.23809523809523,100.0,Prostate_GE
Fisher,2,25,90.47619047619048,80.95238095238095,Prostate_GE
Fisher,2,50,90.47619047619048,85.71428571428571,Prostate_GE
Fisher,2,75,90.47619047619048,85.71428571428571,Prostate_GE
Fisher,2,100,90.47619047619048,85.71428571428571,Prostate_GE
Fisher,2,150,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,2,200,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,2,300,85.71428571428571,90.47619047619048,Prostate_GE
Fisher,2,500,85.71428571428571,90.47619047619048,Prostate_GE
Fisher,2,5966,71.42857142857143,90.47619047619048,Prostate_GE
Fisher,3,25,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,3,50,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,3,75,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,3,100,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,3,150,90.47619047619048,95.23809523809523,Prostate_GE
Fisher,3,200,90.47619047619048,95.23809523809523,Prostate_GE
Fisher,3,300,90.47619047619048,95.23809523809523,Prostate_GE
Fisher,3,500,90.47619047619048,95.23809523809523,Prostate_GE
Fisher,3,5966,80.95238095238095,90.47619047619048,Prostate_GE
Fisher,4,25,100.0,95.23809523809523,Prostate_GE
Fisher,4,50,100.0,95.23809523809523,Prostate_GE
Fisher,4,75,100.0,100.0,Prostate_GE
Fisher,4,100,100.0,100.0,Prostate_GE
Fisher,4,150,100.0,100.0,Prostate_GE
Fisher,4,200,100.0,100.0,Prostate_GE
Fisher,4,300,95.23809523809523,100.0,Prostate_GE
Fisher,4,500,95.23809523809523,100.0,Prostate_GE
Fisher,4,5966,95.23809523809523,95.23809523809523,Prostate_GE
Fisher,5,25,90.47619047619048,85.71428571428571,Prostate_GE
Fisher,5,50,95.23809523809523,95.23809523809523,Prostate_GE
Fisher,5,75,95.23809523809523,100.0,Prostate_GE
Fisher,5,100,95.23809523809523,100.0,Prostate_GE
Fisher,5,150,95.23809523809523,100.0,Prostate_GE
Fisher,5,200,95.23809523809523,95.23809523809523,Prostate_GE
Fisher,5,300,95.23809523809523,100.0,Prostate_GE
Fisher,5,500,95.23809523809523,95.23809523809523,Prostate_GE
Fisher,5,5966,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,6,25,90.47619047619048,95.23809523809523,Prostate_GE
Fisher,6,50,95.23809523809523,85.71428571428571,Prostate_GE
Fisher,6,75,95.23809523809523,95.23809523809523,Prostate_GE
Fisher,6,100,95.23809523809523,95.23809523809523,Prostate_GE
Fisher,6,150,95.23809523809523,95.23809523809523,Prostate_GE
Fisher,6,200,95.23809523809523,95.23809523809523,Prostate_GE
Fisher,6,300,95.23809523809523,95.23809523809523,Prostate_GE
Fisher,6,500,90.47619047619048,95.23809523809523,Prostate_GE
Fisher,6,5966,95.23809523809523,95.23809523809523,Prostate_GE
Fisher,7,25,95.23809523809523,90.47619047619048,Prostate_GE
Fisher,7,50,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,7,75,90.47619047619048,95.23809523809523,Prostate_GE
Fisher,7,100,90.47619047619048,95.23809523809523,Prostate_GE
Fisher,7,150,90.47619047619048,95.23809523809523,Prostate_GE
Fisher,7,200,90.47619047619048,95.23809523809523,Prostate_GE
Fisher,7,300,90.47619047619048,95.23809523809523,Prostate_GE
Fisher,7,500,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,7,5966,85.71428571428571,85.71428571428571,Prostate_GE
Fisher,8,25,95.23809523809523,95.23809523809523,Prostate_GE
Fisher,8,50,95.23809523809523,100.0,Prostate_GE
Fisher,8,75,95.23809523809523,100.0,Prostate_GE
Fisher,8,100,95.23809523809523,95.23809523809523,Prostate_GE
Fisher,8,150,95.23809523809523,100.0,Prostate_GE
Fisher,8,200,95.23809523809523,100.0,Prostate_GE
Fisher,8,300,95.23809523809523,100.0,Prostate_GE
Fisher,8,500,95.23809523809523,95.23809523809523,Prostate_GE
Fisher,8,5966,80.95238095238095,90.47619047619048,Prostate_GE
Fisher,9,25,95.23809523809523,90.47619047619048,Prostate_GE
Fisher,9,50,90.47619047619048,80.95238095238095,Prostate_GE
Fisher,9,75,90.47619047619048,95.23809523809523,Prostate_GE
Fisher,9,100,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,9,150,90.47619047619048,95.23809523809523,Prostate_GE
Fisher,9,200,90.47619047619048,95.23809523809523,Prostate_GE
Fisher,9,300,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,9,500,90.47619047619048,95.23809523809523,Prostate_GE
Fisher,9,5966,80.95238095238095,90.47619047619048,Prostate_GE
Fisher,10,25,100.0,95.23809523809523,Prostate_GE
Fisher,10,50,100.0,95.23809523809523,Prostate_GE
Fisher,10,75,95.23809523809523,90.47619047619048,Prostate_GE
Fisher,10,100,100.0,95.23809523809523,Prostate_GE
Fisher,10,150,100.0,100.0,Prostate_GE
Fisher,10,200,100.0,100.0,Prostate_GE
Fisher,10,300,100.0,100.0,Prostate_GE
Fisher,10,500,100.0,100.0,Prostate_GE
Fisher,10,5966,90.47619047619048,100.0,Prostate_GE
Fisher,11,25,95.23809523809523,90.47619047619048,Prostate_GE
Fisher,11,50,95.23809523809523,90.47619047619048,Prostate_GE
Fisher,11,75,95.23809523809523,95.23809523809523,Prostate_GE
Fisher,11,100,95.23809523809523,95.23809523809523,Prostate_GE
Fisher,11,150,95.23809523809523,95.23809523809523,Prostate_GE
Fisher,11,200,95.23809523809523,95.23809523809523,Prostate_GE
Fisher,11,300,95.23809523809523,100.0,Prostate_GE
Fisher,11,500,95.23809523809523,100.0,Prostate_GE
Fisher,11,5966,85.71428571428571,95.23809523809523,Prostate_GE
Fisher,12,25,95.23809523809523,90.47619047619048,Prostate_GE
Fisher,12,50,100.0,95.23809523809523,Prostate_GE
Fisher,12,75,95.23809523809523,95.23809523809523,Prostate_GE
Fisher,12,100,100.0,95.23809523809523,Prostate_GE
Fisher,12,150,100.0,90.47619047619048,Prostate_GE
Fisher,12,200,100.0,90.47619047619048,Prostate_GE
Fisher,12,300,100.0,95.23809523809523,Prostate_GE
Fisher,12,500,100.0,95.23809523809523,Prostate_GE
Fisher,12,5966,85.71428571428571,90.47619047619048,Prostate_GE
Fisher,13,25,85.71428571428571,85.71428571428571,Prostate_GE
Fisher,13,50,85.71428571428571,90.47619047619048,Prostate_GE
Fisher,13,75,85.71428571428571,85.71428571428571,Prostate_GE
Fisher,13,100,85.71428571428571,90.47619047619048,Prostate_GE
Fisher,13,150,85.71428571428571,90.47619047619048,Prostate_GE
Fisher,13,200,85.71428571428571,85.71428571428571,Prostate_GE
Fisher,13,300,85.71428571428571,85.71428571428571,Prostate_GE
Fisher,13,500,85.71428571428571,85.71428571428571,Prostate_GE
Fisher,13,5966,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,14,25,85.71428571428571,90.47619047619048,Prostate_GE
Fisher,14,50,85.71428571428571,85.71428571428571,Prostate_GE
Fisher,14,75,80.95238095238095,80.95238095238095,Prostate_GE
Fisher,14,100,85.71428571428571,85.71428571428571,Prostate_GE
Fisher,14,150,85.71428571428571,85.71428571428571,Prostate_GE
Fisher,14,200,85.71428571428571,85.71428571428571,Prostate_GE
Fisher,14,300,80.95238095238095,85.71428571428571,Prostate_GE
Fisher,14,500,80.95238095238095,85.71428571428571,Prostate_GE
Fisher,14,5966,85.71428571428571,85.71428571428571,Prostate_GE
Fisher,15,25,95.23809523809523,90.47619047619048,Prostate_GE
Fisher,15,50,95.23809523809523,90.47619047619048,Prostate_GE
Fisher,15,75,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,15,100,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,15,150,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,15,200,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,15,300,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,15,500,85.71428571428571,90.47619047619048,Prostate_GE
Fisher,15,5966,66.66666666666666,90.47619047619048,Prostate_GE
Fisher,16,25,80.95238095238095,85.71428571428571,Prostate_GE
Fisher,16,50,80.95238095238095,76.19047619047619,Prostate_GE
Fisher,16,75,80.95238095238095,85.71428571428571,Prostate_GE
Fisher,16,100,76.19047619047619,85.71428571428571,Prostate_GE
Fisher,16,150,76.19047619047619,85.71428571428571,Prostate_GE
Fisher,16,200,76.19047619047619,80.95238095238095,Prostate_GE
Fisher,16,300,76.19047619047619,85.71428571428571,Prostate_GE
Fisher,16,500,76.19047619047619,85.71428571428571,Prostate_GE
Fisher,16,5966,66.66666666666666,85.71428571428571,Prostate_GE
Fisher,17,25,95.23809523809523,95.23809523809523,Prostate_GE
Fisher,17,50,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,17,75,90.47619047619048,95.23809523809523,Prostate_GE
Fisher,17,100,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,17,150,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,17,200,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,17,300,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,17,500,90.47619047619048,95.23809523809523,Prostate_GE
Fisher,17,5966,90.47619047619048,85.71428571428571,Prostate_GE
Fisher,18,25,85.71428571428571,90.47619047619048,Prostate_GE
Fisher,18,50,80.95238095238095,80.95238095238095,Prostate_GE
Fisher,18,75,80.95238095238095,90.47619047619048,Prostate_GE
Fisher,18,100,85.71428571428571,90.47619047619048,Prostate_GE
Fisher,18,150,85.71428571428571,90.47619047619048,Prostate_GE
Fisher,18,200,85.71428571428571,90.47619047619048,Prostate_GE
Fisher,18,300,80.95238095238095,90.47619047619048,Prostate_GE
Fisher,18,500,80.95238095238095,90.47619047619048,Prostate_GE
Fisher,18,5966,85.71428571428571,80.95238095238095,Prostate_GE
Fisher,19,25,80.95238095238095,85.71428571428571,Prostate_GE
Fisher,19,50,80.95238095238095,80.95238095238095,Prostate_GE
Fisher,19,75,80.95238095238095,85.71428571428571,Prostate_GE
Fisher,19,100,80.95238095238095,85.71428571428571,Prostate_GE
Fisher,19,150,80.95238095238095,85.71428571428571,Prostate_GE
Fisher,19,200,80.95238095238095,85.71428571428571,Prostate_GE
Fisher,19,300,80.95238095238095,85.71428571428571,Prostate_GE
Fisher,19,500,80.95238095238095,85.71428571428571,Prostate_GE
Fisher,19,5966,80.95238095238095,85.71428571428571,Prostate_GE
Fisher,20,25,95.23809523809523,90.47619047619048,Prostate_GE
Fisher,20,50,95.23809523809523,90.47619047619048,Prostate_GE
Fisher,20,75,95.23809523809523,85.71428571428571,Prostate_GE
Fisher,20,100,95.23809523809523,85.71428571428571,Prostate_GE
Fisher,20,150,95.23809523809523,90.47619047619048,Prostate_GE
Fisher,20,200,95.23809523809523,90.47619047619048,Prostate_GE
Fisher,20,300,95.23809523809523,95.23809523809523,Prostate_GE
Fisher,20,500,90.47619047619048,95.23809523809523,Prostate_GE
Fisher,20,5966,90.47619047619048,95.23809523809523,Prostate_GE
Fisher,21,25,85.71428571428571,80.95238095238095,Prostate_GE
Fisher,21,50,85.71428571428571,85.71428571428571,Prostate_GE
Fisher,21,75,85.71428571428571,85.71428571428571,Prostate_GE
Fisher,21,100,85.71428571428571,80.95238095238095,Prostate_GE
Fisher,21,150,85.71428571428571,80.95238095238095,Prostate_GE
Fisher,21,200,85.71428571428571,85.71428571428571,Prostate_GE
Fisher,21,300,85.71428571428571,85.71428571428571,Prostate_GE
Fisher,21,500,85.71428571428571,85.71428571428571,Prostate_GE
Fisher,21,5966,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,22,25,90.47619047619048,85.71428571428571,Prostate_GE
Fisher,22,50,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,22,75,85.71428571428571,90.47619047619048,Prostate_GE
Fisher,22,100,85.71428571428571,90.47619047619048,Prostate_GE
Fisher,22,150,85.71428571428571,90.47619047619048,Prostate_GE
Fisher,22,200,85.71428571428571,90.47619047619048,Prostate_GE
Fisher,22,300,80.95238095238095,90.47619047619048,Prostate_GE
Fisher,22,500,80.95238095238095,90.47619047619048,Prostate_GE
Fisher,22,5966,76.19047619047619,90.47619047619048,Prostate_GE
Fisher,23,25,90.47619047619048,95.23809523809523,Prostate_GE
Fisher,23,50,85.71428571428571,95.23809523809523,Prostate_GE
Fisher,23,75,85.71428571428571,95.23809523809523,Prostate_GE
Fisher,23,100,85.71428571428571,95.23809523809523,Prostate_GE
Fisher,23,150,85.71428571428571,95.23809523809523,Prostate_GE
Fisher,23,200,85.71428571428571,95.23809523809523,Prostate_GE
Fisher,23,300,85.71428571428571,90.47619047619048,Prostate_GE
Fisher,23,500,85.71428571428571,90.47619047619048,Prostate_GE
Fisher,23,5966,80.95238095238095,85.71428571428571,Prostate_GE
Fisher,24,25,90.47619047619048,95.23809523809523,Prostate_GE
Fisher,24,50,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,24,75,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,24,100,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,24,150,90.47619047619048,95.23809523809523,Prostate_GE
Fisher,24,200,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,24,300,90.47619047619048,90.47619047619048,Prostate_GE
Fisher,24,500,85.71428571428571,90.47619047619048,Prostate_GE
Fisher,24,5966,90.47619047619048,95.23809523809523,Prostate_GE
DDFF-L1,0,25,85.71428571428571,85.71428571428571,Prostate_GE
DDFF-L1,0,50,80.95238095238095,85.71428571428571,Prostate_GE
DDFF-L1,0,75,80.95238095238095,90.47619047619048,Prostate_GE
DDFF-L1,0,100,80.95238095238095,85.71428571428571,Prostate_GE
DDFF-L1,0,150,80.95238095238095,90.47619047619048,Prostate_GE
DDFF-L1,0,200,80.95238095238095,90.47619047619048,Prostate_GE
DDFF-L1,0,300,80.95238095238095,90.47619047619048,Prostate_GE
DDFF-L1,0,500,80.95238095238095,90.47619047619048,Prostate_GE
DDFF-L1,0,5966,80.95238095238095,85.71428571428571,Prostate_GE
DDFF-L1,1,25,100.0,100.0,Prostate_GE
DDFF-L1,1,50,100.0,95.23809523809523,Prostate_GE
DDFF-L1,1,75,100.0,95.23809523809523,Prostate_GE
DDFF-L1,1,100,100.0,90.47619047619048,Prostate_GE
DDFF-L1,1,150,100.0,90.47619047619048,Prostate_GE
DDFF-L1,1,200,100.0,95.23809523809523,Prostate_GE
DDFF-L1,1,300,100.0,100.0,Prostate_GE
DDFF-L1,1,500,95.23809523809523,100.0,Prostate_GE
DDFF-L1,1,5966,95.23809523809523,100.0,Prostate_GE
DDFF-L1,2,25,90.47619047619048,85.71428571428571,Prostate_GE
DDFF-L1,2,50,90.47619047619048,85.71428571428571,Prostate_GE
DDFF-L1,2,75,85.71428571428571,85.71428571428571,Prostate_GE
DDFF-L1,2,100,90.47619047619048,85.71428571428571,Prostate_GE
DDFF-L1,2,150,90.47619047619048,90.47619047619048,Prostate_GE
DDFF-L1,2,200,90.47619047619048,90.47619047619048,Prostate_GE
DDFF-L1,2,300,85.71428571428571,85.71428571428571,Prostate_GE
DDFF-L1,2,500,85.71428571428571,90.47619047619048,Prostate_GE
DDFF-L1,2,5966,71.42857142857143,90.47619047619048,Prostate_GE
DDFF-L1,3,25,90.47619047619048,85.71428571428571,Prostate_GE
DDFF-L1,3,50,90.47619047619048,85.71428571428571,Prostate_GE
DDFF-L1,3,75,90.47619047619048,90.47619047619048,Prostate_GE
DDFF-L1,3,100,95.23809523809523,95.23809523809523,Prostate_GE
DDFF-L1,3,150,90.47619047619048,95.23809523809523,Prostate_GE
DDFF-L1,3,200,85.71428571428571,90.47619047619048,Prostate_GE
DDFF-L1,3,300,85.71428571428571,90.47619047619048,Prostate_GE
DDFF-L1,3,500,85.71428571428571,95.23809523809523,Prostate_GE
DDFF-L1,3,5966,80.95238095238095,90.47619047619048,Prostate_GE
DDFF-L1,4,25,100.0,90.47619047619048,Prostate_GE
DDFF-L1,4,50,100.0,90.47619047619048,Prostate_GE
DDFF-L1,4,75,100.0,95.23809523809523,Prostate_GE
DDFF-L1,4,100,100.0,95.23809523809523,Prostate_GE
DDFF-L1,4,150,100.0,95.23809523809523,Prostate_GE
DDFF-L1,4,200,100.0,95.23809523809523,Prostate_GE
DDFF-L1,4,300,100.0,100.0,Prostate_GE
DDFF-L1,4,500,100.0,100.0,Prostate_GE
DDFF-L1,4,5966,95.23809523809523,95.23809523809523,Prostate_GE
DDFF-L1,5,25,95.23809523809523,76.19047619047619,Prostate_GE
DDFF-L1,5,50,95.23809523809523,95.23809523809523,Prostate_GE
DDFF-L1,5,75,95.23809523809523,100.0,Prostate_GE
DDFF-L1,5,100,95.23809523809523,95.23809523809523,Prostate_GE
DDFF-L1,5,150,95.23809523809523,95.23809523809523,Prostate_GE
DDFF-L1,5,200,95.23809523809523,100.0,Prostate_GE
DDFF-L1,5,300,95.23809523809523,95.23809523809523,Prostate_GE
DDFF-L1,5,500,95.23809523809523,95.23809523809523,Prostate_GE
DDFF-L1,5,5966,90.47619047619048,90.47619047619048,Prostate_GE
DDFF-L1,6,25,95.23809523809523,76.19047619047619,Prostate_GE
DDFF-L1,6,50,95.23809523809523,80.95238095238095,Prostate_GE
DDFF-L1,6,75,95.23809523809523,76.19047619047619,Prostate_GE
DDFF-L1,6,100,95.23809523809523,95.23809523809523,Prostate_GE
DDFF-L1,6,150,95.23809523809523,90.47619047619048,Prostate_GE
DDFF-L1,6,200,95.23809523809523,95.23809523809523,Prostate_GE
DDFF-L1,6,300,95.23809523809523,90.47619047619048,Prostate_GE
DDFF-L1,6,500,95.23809523809523,95.23809523809523,Prostate_GE
DDFF-L1,6,5966,95.23809523809523,95.23809523809523,Prostate_GE
DDFF-L1,7,25,95.23809523809523,90.47619047619048,Prostate_GE
DDFF-L1,7,50,95.23809523809523,95.23809523809523,Prostate_GE
DDFF-L1,7,75,90.47619047619048,95.23809523809523,Prostate_GE
DDFF-L1,7,100,90.47619047619048,90.47619047619048,Prostate_GE
DDFF-L1,7,150,95.23809523809523,90.47619047619048,Prostate_GE
DDFF-L1,7,200,90.47619047619048,95.23809523809523,Prostate_GE
DDFF-L1,7,300,90.47619047619048,95.23809523809523,Prostate_GE
DDFF-L1,7,500,90.47619047619048,95.23809523809523,Prostate_GE
DDFF-L1,7,5966,85.71428571428571,85.71428571428571,Prostate_GE
DDFF-L1,8,25,100.0,100.0,Prostate_GE
DDFF-L1,8,50,100.0,95.23809523809523,Prostate_GE
DDFF-L1,8,75,95.23809523809523,90.47619047619048,Prostate_GE
DDFF-L1,8,100,95.23809523809523,90.47619047619048,Prostate_GE
DDFF-L1,8,150,95.23809523809523,95.23809523809523,Prostate_GE
DDFF-L1,8,200,95.23809523809523,90.47619047619048,Prostate_GE
DDFF-L1,8,300,95.23809523809523,90.47619047619048,Prostate_GE
DDFF-L1,8,500,95.23809523809523,95.23809523809523,Prostate_GE
DDFF-L1,8,5966,80.95238095238095,90.47619047619048,Prostate_GE
DDFF-L1,9,25,95.23809523809523,90.47619047619048,Prostate_GE
DDFF-L1,9,50,95.23809523809523,90.47619047619048,Prostate_GE
DDFF-L1,9,75,95.23809523809523,95.23809523809523,Prostate_GE
DDFF-L1,9,100,90.47619047619048,95.23809523809523,Prostate_GE
DDFF-L1,9,150,90.47619047619048,90.47619047619048,Prostate_GE
DDFF-L1,9,200,90.47619047619048,85.71428571428571,Prostate_GE
DDFF-L1,9,300,90.47619047619048,100.0,Prostate_GE
DDFF-L1,9,500,85.71428571428571,95.23809523809523,Prostate_GE
DDFF-L1,9,5966,80.95238095238095,90.47619047619048,Prostate_GE
DDFF-L1,10,25,100.0,95.23809523809523,Prostate_GE
DDFF-L1,10,50,100.0,90.47619047619048,Prostate_GE
DDFF-L1,10,75,95.23809523809523,90.47619047619048,Prostate_GE
DDFF-L1,10,100,95.23809523809523,90.47619047619048,Prostate_GE
DDFF-L1,10,150,100.0,95.23809523809523,Prostate_GE
DDFF-L1,10,200,100.0,95.23809523809523,Prostate_GE
DDFF-L1,10,300,95.23809523809523,100.0,Prostate_GE
DDFF-L1,10,500,95.23809523809523,100.0,Prostate_GE
DDFF-L1,10,5966,90.47619047619048,100.0,Prostate_GE
DDFF-L1,11,25,95.23809523809523,85.71428571428571,Prostate_GE
DDFF-L1,11,50,95.23809523809523,90.47619047619048,Prostate_GE
DDFF-L1,11,75,95.23809523809523,95.23809523809523,Prostate_GE
DDFF-L1,11,100,95.23809523809523,95.23809523809523,Prostate_GE
DDFF-L1,11,150,95.23809523809523,95.23809523809523,Prostate_GE
DDFF-L1,11,200,95.23809523809523,95.23809523809523,Prostate_GE
DDFF-L1,11,300,95.23809523809523,95.23809523809523,Prostate_GE
DDFF-L1,11,500,95.23809523809523,95.23809523809523,Prostate_GE
DDFF-L1,11,5966,85.71428571428571,95.23809523809523,Prostate_GE
DDFF-L1,12,25,100.0,95.23809523809523,Prostate_GE
DDFF-L1,12,50,100.0,95.23809523809523,Prostate_GE
DDFF-L1,12,75,100.0,95.23809523809523,Prostate_GE
DDFF-L1,12,100,100.0,95.23809523809523,Prostate_GE
DDFF-L1,12,150,100.0,100.0,Prostate_GE
DDFF-L1,12,200,100.0,100.0,Prostate_GE
DDFF-L1,12,300,100.0,95.23809523809523,Prostate_GE
DDFF-L1,12,500,100.0,95.23809523809523,Prostate_GE
DDFF-L1,12,5966,85.71428571428571,90.47619047619048,Prostate_GE
DDFF-L1,13,25,85.71428571428571,76.19047619047619,Prostate_GE
DDFF-L1,13,50,85.71428571428571,85.71428571428571,Prostate_GE
DDFF-L1,13,75,85.71428571428571,85.71428571428571,Prostate_GE
DDFF-L1,13,100,85.71428571428571,85.71428571428571,Prostate_GE
DDFF-L1,13,150,85.71428571428571,80.95238095238095,Prostate_GE
DDFF-L1,13,200,85.71428571428571,85.71428571428571,Prostate_GE
DDFF-L1,13,300,90.47619047619048,85.71428571428571,Prostate_GE
DDFF-L1,13,500,90.47619047619048,85.71428571428571,Prostate_GE
DDFF-L1,13,5966,90.47619047619048,90.47619047619048,Prostate_GE
DDFF-L1,14,25,85.71428571428571,80.95238095238095,Prostate_GE
DDFF-L1,14,50,85.71428571428571,76.19047619047619,Prostate_GE
DDFF-L1,14,75,85.71428571428571,80.95238095238095,Prostate_GE
DDFF-L1,14,100,85.71428571428571,80.95238095238095,Prostate_GE
DDFF-L1,14,150,85.71428571428571,85.71428571428571,Prostate_GE
DDFF-L1,14,200,85.71428571428571,85.71428571428571,Prostate_GE
DDFF-L1,14,300,85.71428571428571,85.71428571428571,Prostate_GE
DDFF-L1,14,500,85.71428571428571,80.95238095238095,Prostate_GE
DDFF-L1,14,5966,85.71428571428571,85.71428571428571,Prostate_GE
DDFF-L1,15,25,95.23809523809523,90.47619047619048,Prostate_GE
DDFF-L1,15,50,95.23809523809523,90.47619047619048,Prostate_GE
DDFF-L1,15,75,95.23809523809523,85.71428571428571,Prostate_GE
DDFF-L1,15,100,90.47619047619048,90.47619047619048,Prostate_GE
DDFF-L1,15,150,90.47619047619048,90.47619047619048,Prostate_GE
DDFF-L1,15,200,90.47619047619048,90.47619047619048,Prostate_GE
DDFF-L1,15,300,90.47619047619048,90.47619047619048,Prostate_GE
DDFF-L1,15,500,85.71428571428571,90.47619047619048,Prostate_GE
DDFF-L1,15,5966,66.66666666666666,90.47619047619048,Prostate_GE
DDFF-L1,16,25,85.71428571428571,85.71428571428571,Prostate_GE
DDFF-L1,16,50,76.19047619047619,85.71428571428571,Prostate_GE
DDFF-L1,16,75,80.95238095238095,85.71428571428571,Prostate_GE
DDFF-L1,16,100,76.19047619047619,76.19047619047619,Prostate_GE
DDFF-L1,16,150,76.19047619047619,80.95238095238095,Prostate_GE
DDFF-L1,16,200,76.19047619047619,85.71428571428571,Prostate_GE
DDFF-L1,16,300,76.19047619047619,85.71428571428571,Prostate_GE
DDFF-L1,16,500,76.19047619047619,85.71428571428571,Prostate_GE
DDFF-L1,16,5966,66.66666666666666,85.71428571428571,Prostate_GE
DDFF-L1,17,25,90.47619047619048,85.71428571428571,Prostate_GE
DDFF-L1,17,50,90.47619047619048,95.23809523809523,Prostate_GE
DDFF-L1,17,75,90.47619047619048,95.23809523809523,Prostate_GE
DDFF-L1,17,100,90.47619047619048,90.47619047619048,Prostate_GE
DDFF-L1,17,150,90.47619047619048,90.47619047619048,Prostate_GE
DDFF-L1,17,200,90.47619047619048,80.95238095238095,Prostate_GE
DDFF-L1,17,300,90.47619047619048,90.47619047619048,Prostate_GE
DDFF-L1,17,500,90.47619047619048,90.47619047619048,Prostate_GE
DDFF-L1,17,5966,90.47619047619048,85.71428571428571,Prostate_GE
DDFF-L1,18,25,85.71428571428571,85.71428571428571,Prostate_GE
DDFF-L1,18,50,85.71428571428571,85.71428571428571,Prostate_GE
DDFF-L1,18,75,85.71428571428571,85.71428571428571,Prostate_GE
DDFF-L1,18,100,85.71428571428571,90.47619047619048,Prostate_GE
DDFF-L1,18,150,85.71428571428571,90.47619047619048,Prostate_GE
DDFF-L1,18,200,85.71428571428571,90.47619047619048,Prostate_GE
DDFF-L1,18,300,85.71428571428571,90.47619047619048,Prostate_GE
DDFF-L1,18,500,80.95238095238095,90.47619047619048,Prostate_GE
DDFF-L1,18,5966,85.71428571428571,80.95238095238095,Prostate_GE
DDFF-L1,19,25,85.71428571428571,80.95238095238095,Prostate_GE
